id;parent_id;person_type;name;begin;end;wiki_url
de.05762020;de.05762;Stadt;Höxter;;;Höxter
de.05762024;de.05762;Stadt;Marienmünster;;;Marienmünster
de.05762028;de.05762;Stadt;Nieheim;;;Nieheim
de.05762032;de.05762;Stadt;Steinheim;;;Steinheim
de.05762036;de.05762;Stadt;Warburg;;;Warburg
de.05762040;de.05762;Stadt;Willebadessen;;;Willebadessen
de.05766001;de.05766;Kreisverwaltung;Lippe;;;Kreisverwaltung_Lippe
de.05766004;de.05766;Gemeinde;Augustdorf;;;Augustdorf
de.05766008;de.05766;Stadt;Bad Salzuflen;;;Bad_Salzuflen
de.05766012;de.05766;Stadt;Barntrup;;;Barntrup
de.05766016;de.05766;Stadt;Blomberg;;;Blomberg
de.05766020;de.05766;Stadt;Detmold;;;Detmold
de.05766024;de.05766;Gemeinde;Dörentrup;;;Dörentrup
de.05766028;de.05766;Gemeinde;Extertal;;;Extertal
de.05766032;de.05766;Stadt;Horn-Bad Meinberg;;;Horn-Bad_Meinberg
de.05766036;de.05766;Gemeinde;Kalletal;;;Kalletal
de.05766040;de.05766;Stadt;Lage;;;Lage
de.05766044;de.05766;Stadt;Lemgo;;;Lemgo
de.05766048;de.05766;Gemeinde;Leopoldshöhe;;;Leopoldshöhe
de.05766052;de.05766;Stadt;Lügde;;;Lügde
de.05766056;de.05766;Stadt;Oerlinghausen;;;Oerlinghausen
de.05766060;de.05766;Stadt;Schieder-Schwalenberg;;;Schieder-Schwalenberg
de.05766064;de.05766;Gemeinde;Schlangen;;;Schlangen
de.05770001;de.05770;Kreisverwaltung;Minden-Lübbecke;;;Kreisverwaltung_Minden-Lübbecke
de.05770004;de.05770;Stadt;Bad Oeynhausen;;;Bad_Oeynhausen
de.05770008;de.05770;Stadt;Espelkamp;;;Espelkamp
de.05770012;de.05770;Gemeinde;Hille;;;Hille
de.05770016;de.05770;Gemeinde;Hüllhorst;;;Hüllhorst
de.05770020;de.05770;Stadt;Lübbecke;;;Lübbecke
de.05770024;de.05770;Stadt;Minden;;;Minden
de.05770028;de.05770;Stadt;Petershagen;;;Petershagen
de.05770032;de.05770;Stadt;Porta Westfalica;;;Porta_Westfalica
de.05770036;de.05770;Stadt;Preußisch Oldendorf;;;Preußisch_Oldendorf
de.05770040;de.05770;Stadt;Rahden;;;Rahden
de.05770044;de.05770;Gemeinde;Stemwede;;;Stemwede
de.05774001;de.05774;Kreisverwaltung;Paderborn;;;Kreisverwaltung_Paderborn
de.05774004;de.05774;Gemeinde;Altenbeken;;;Altenbeken
de.05774008;de.05774;Stadt;Bad Lippspringe;;;Bad_Lippspringe
de.05774012;de.05774;Gemeinde;Borchen;;;Borchen
de.05774016;de.05774;Stadt;Büren;;;Büren
de.05774020;de.05774;Stadt;Delbrück;;;Delbrück
de.05774024;de.05774;Gemeinde;Hövelhof;;;Hövelhof
de.05774028;de.05774;Stadt;Lichtenau;;;Lichtenau
de.05774032;de.05774;Stadt;Paderborn;;;Paderborn
de.05774036;de.05774;Stadt;Salzkotten;;;Salzkotten
